# x
1.000000000000000000e+02 1.000000000000000000e+02
5.000000000000000000e+01 1.000000000000000000e+02
7.500000000000000000e+01 1.000000000000000000e+02
2.500000000000000000e+01 1.000000000000000000e+02
8.750000000000000000e+01 1.000000000000000000e+02
3.750000000000000000e+01 1.000000000000000000e+02
6.250000000000000000e+01 1.000000000000000000e+02
1.250000000000000000e+01 1.000000000000000000e+02
9.375000000000000000e+01 1.000000000000000000e+02
4.375000000000000000e+01 1.000000000000000000e+02
6.875000000000000000e+01 1.000000000000000000e+02
1.875000000000000000e+01 1.000000000000000000e+02
8.125000000000000000e+01 1.000000000000000000e+02
3.125000000000000000e+01 1.000000000000000000e+02
5.625000000000000000e+01 1.000000000000000000e+02
6.250000000000000000e+00 1.000000000000000000e+02
9.687500000000000000e+01 1.000000000000000000e+02
4.687500000000000000e+01 1.000000000000000000e+02
7.187500000000000000e+01 1.000000000000000000e+02
2.187500000000000000e+01 1.000000000000000000e+02
8.437500000000000000e+01 1.000000000000000000e+02
3.437500000000000000e+01 1.000000000000000000e+02
5.937500000000000000e+01 1.000000000000000000e+02
9.375000000000000000e+00 1.000000000000000000e+02
9.062500000000000000e+01 1.000000000000000000e+02
4.062500000000000000e+01 1.000000000000000000e+02
6.562500000000000000e+01 1.000000000000000000e+02
1.562500000000000000e+01 1.000000000000000000e+02
7.812500000000000000e+01 1.000000000000000000e+02
2.812500000000000000e+01 1.000000000000000000e+02
5.312500000000000000e+01 1.000000000000000000e+02
3.125000000000000000e+00 1.000000000000000000e+02
9.843750000000000000e+01 1.000000000000000000e+02
4.843750000000000000e+01 1.000000000000000000e+02
7.343750000000000000e+01 1.000000000000000000e+02
2.343750000000000000e+01 1.000000000000000000e+02
8.593750000000000000e+01 1.000000000000000000e+02
3.593750000000000000e+01 1.000000000000000000e+02
6.093750000000000000e+01 1.000000000000000000e+02
1.093750000000000000e+01 1.000000000000000000e+02
9.218750000000000000e+01 1.000000000000000000e+02
4.218750000000000000e+01 1.000000000000000000e+02
6.718750000000000000e+01 1.000000000000000000e+02
1.718750000000000000e+01 1.000000000000000000e+02
7.968750000000000000e+01 1.000000000000000000e+02
2.968750000000000000e+01 1.000000000000000000e+02
5.468750000000000000e+01 1.000000000000000000e+02
4.687500000000000000e+00 1.000000000000000000e+02
9.531250000000000000e+01 1.000000000000000000e+02
4.531250000000000000e+01 1.000000000000000000e+02
7.031250000000000000e+01 1.000000000000000000e+02
5.000000000000000000e+01 0.000000000000000000e+00
2.500000000000000000e+01 0.000000000000000000e+00
7.500000000000000000e+01 0.000000000000000000e+00
1.250000000000000000e+01 0.000000000000000000e+00
6.250000000000000000e+01 0.000000000000000000e+00
3.750000000000000000e+01 0.000000000000000000e+00
8.750000000000000000e+01 0.000000000000000000e+00
6.250000000000000000e+00 0.000000000000000000e+00
5.625000000000000000e+01 0.000000000000000000e+00
3.125000000000000000e+01 0.000000000000000000e+00
8.125000000000000000e+01 0.000000000000000000e+00
1.875000000000000000e+01 0.000000000000000000e+00
6.875000000000000000e+01 0.000000000000000000e+00
4.375000000000000000e+01 0.000000000000000000e+00
9.375000000000000000e+01 0.000000000000000000e+00
3.125000000000000000e+00 0.000000000000000000e+00
5.312500000000000000e+01 0.000000000000000000e+00
2.812500000000000000e+01 0.000000000000000000e+00
7.812500000000000000e+01 0.000000000000000000e+00
1.562500000000000000e+01 0.000000000000000000e+00
6.562500000000000000e+01 0.000000000000000000e+00
4.062500000000000000e+01 0.000000000000000000e+00
9.062500000000000000e+01 0.000000000000000000e+00
9.375000000000000000e+00 0.000000000000000000e+00
5.937500000000000000e+01 0.000000000000000000e+00
3.437500000000000000e+01 0.000000000000000000e+00
8.437500000000000000e+01 0.000000000000000000e+00
2.187500000000000000e+01 0.000000000000000000e+00
7.187500000000000000e+01 0.000000000000000000e+00
4.687500000000000000e+01 0.000000000000000000e+00
9.687500000000000000e+01 0.000000000000000000e+00
1.562500000000000000e+00 0.000000000000000000e+00
5.156250000000000000e+01 0.000000000000000000e+00
2.656250000000000000e+01 0.000000000000000000e+00
7.656250000000000000e+01 0.000000000000000000e+00
1.406250000000000000e+01 0.000000000000000000e+00
6.406250000000000000e+01 0.000000000000000000e+00
3.906250000000000000e+01 0.000000000000000000e+00
8.906250000000000000e+01 0.000000000000000000e+00
7.812500000000000000e+00 0.000000000000000000e+00
5.781250000000000000e+01 0.000000000000000000e+00
3.281250000000000000e+01 0.000000000000000000e+00
8.281250000000000000e+01 0.000000000000000000e+00
2.031250000000000000e+01 0.000000000000000000e+00
7.031250000000000000e+01 0.000000000000000000e+00
4.531250000000000000e+01 0.000000000000000000e+00
9.531250000000000000e+01 0.000000000000000000e+00
4.687500000000000000e+00 0.000000000000000000e+00
5.468750000000000000e+01 0.000000000000000000e+00
2.968750000000000000e+01 0.000000000000000000e+00
5.000000000000000000e+01 0.000000000000000000e+00
2.500000000000000000e+01 0.000000000000000000e+00
7.500000000000000000e+01 0.000000000000000000e+00
1.250000000000000000e+01 0.000000000000000000e+00
6.250000000000000000e+01 0.000000000000000000e+00
3.750000000000000000e+01 0.000000000000000000e+00
8.750000000000000000e+01 0.000000000000000000e+00
6.250000000000000000e+00 0.000000000000000000e+00
5.625000000000000000e+01 0.000000000000000000e+00
3.125000000000000000e+01 0.000000000000000000e+00
8.125000000000000000e+01 0.000000000000000000e+00
1.875000000000000000e+01 0.000000000000000000e+00
6.875000000000000000e+01 0.000000000000000000e+00
4.375000000000000000e+01 0.000000000000000000e+00
9.375000000000000000e+01 0.000000000000000000e+00
3.125000000000000000e+00 0.000000000000000000e+00
5.312500000000000000e+01 0.000000000000000000e+00
2.812500000000000000e+01 0.000000000000000000e+00
7.812500000000000000e+01 0.000000000000000000e+00
1.562500000000000000e+01 0.000000000000000000e+00
6.562500000000000000e+01 0.000000000000000000e+00
4.062500000000000000e+01 0.000000000000000000e+00
9.062500000000000000e+01 0.000000000000000000e+00
9.375000000000000000e+00 0.000000000000000000e+00
5.937500000000000000e+01 0.000000000000000000e+00
3.437500000000000000e+01 0.000000000000000000e+00
8.437500000000000000e+01 0.000000000000000000e+00
2.187500000000000000e+01 0.000000000000000000e+00
7.187500000000000000e+01 0.000000000000000000e+00
4.687500000000000000e+01 0.000000000000000000e+00
9.687500000000000000e+01 0.000000000000000000e+00
1.562500000000000000e+00 0.000000000000000000e+00
5.156250000000000000e+01 0.000000000000000000e+00
2.656250000000000000e+01 0.000000000000000000e+00
7.656250000000000000e+01 0.000000000000000000e+00
1.406250000000000000e+01 0.000000000000000000e+00
6.406250000000000000e+01 0.000000000000000000e+00
3.906250000000000000e+01 0.000000000000000000e+00
8.906250000000000000e+01 0.000000000000000000e+00
7.812500000000000000e+00 0.000000000000000000e+00
5.781250000000000000e+01 0.000000000000000000e+00
3.281250000000000000e+01 0.000000000000000000e+00
8.281250000000000000e+01 0.000000000000000000e+00
2.031250000000000000e+01 0.000000000000000000e+00
7.031250000000000000e+01 0.000000000000000000e+00
4.531250000000000000e+01 0.000000000000000000e+00
9.531250000000000000e+01 0.000000000000000000e+00
4.687500000000000000e+00 0.000000000000000000e+00
5.468750000000000000e+01 0.000000000000000000e+00
2.968750000000000000e+01 0.000000000000000000e+00
1.000000000000000000e+02 1.000000000000000000e+02
5.000000000000000000e+01 0.000000000000000000e+00
5.000000000000000000e+01 1.000000000000000000e+02
1.000000000000000000e+02 5.000000000000000000e+01
0.000000000000000000e+00 5.000000000000000000e+01
2.500000000000000000e+01 0.000000000000000000e+00
7.500000000000000000e+01 1.000000000000000000e+02
1.000000000000000000e+02 2.500000000000000000e+01
0.000000000000000000e+00 7.500000000000000000e+01
7.500000000000000000e+01 0.000000000000000000e+00
